Brand,Family,"EDP / EDT / Set, etc.","Size, oz.",Retailer,Rating (5/5),# of reviews,"Review (after 06/19/2017, fragrances and gift sets only + DK deo)",Y/N (Reccom),Date,ExpectedTitle,Link
Tory Burch,Love Relentlessly,EDP Spray,3.4,Bloomingdales,4,4,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,https://www.bloomingdales.com/shop/product/tory-burch-love-relentlessly-eau-de-parfum-3.4-oz.?ID=2413977
Tory Burch,Love Relentlessly,Rollerball,0.28,Bloomingdales,4,4,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,https://www.bloomingdales.com/shop/product/tory-burch-love-relentlessly-eau-de-parfum-rollerball-0.28-oz.?ID=2413979
Tory Burch,Signature,EDP Spray,3.4,Bloomingdales,4,19,prior to 06/19/2017,N/A,7/9/2017,Signature,https://www.bloomingdales.com/shop/product/tory-burch-eau-de-parfum-spray-3.4-oz.?ID=786569
Tory Burch,Signature,EDP Spray,1.7,Bloomingdales,4,19,prior to 06/19/2017,N/A,7/9/2017,Signature,https://www.bloomingdales.com/shop/product/tory-burch-eau-de-parfum-spray-1.7-oz.?ID=786570
Tory Burch,Signature,EDP,3.4,Macy's,5,35,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/tory-burch-eau-de-parfum-3.4-oz?ID=1877012
Tory Burch,Signature,EDP Rollerball,0.2,Macy's,5,26,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/tory-burch-eau-de-parfum-rollerball-0.2-oz?ID=2376754
Tory Burch,Signature,EDP Spray,1,Sephora,4,356,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-P384967?skuId=1574755&icid2=products%20grid:p384967
Tory Burch,Signature,EDP Spray,1.7,Sephora,4,356,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-P384967?skuId=1574755&icid2=products%20grid:p384967
Tory Burch,Signature,EDP Spray,3.4,Sephora,4,356,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-P384967?skuId=1574755&icid2=products%20grid:p384967
Tory Burch,Signature,Rollerball,0.2,Sephora,5,181,Absolutely obsessed with this sent. Stays on all day and always receive compliments on it.,N/A,7/12/2017,Signature,http://www.sephora.com/tory-burch-rollerball-P384971?skuId=1585561&icid2=products%20grid:p384971
Tory Burch,Signature,Rollerball,0.2,Sephora,4,180,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-rollerball-P384971?skuId=1585561&icid2=products%20grid:p384971
Tory Burch,Signature,Mini Duo,0.48,Sephora,4.5,73,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-mini-duo-P400568?skuId=1744960&icid2=products%20grid:p400568
Tory Burch,Jolie Fleur Lavande,EDP Spray,3.4,Nordstrom,-,0,-,N/A,7/9/2017,Jolie Fleur Lavande,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-lavande-eau-de-parfum-spray/4595839?origin=category-personalizedsort
Tory Burch,Jolie Fleur Lavande,Rollerball,0.2,Nordstrom,4,3,prior to 6/19/2017,N/A,7/9/2017,Jolie Fleur Lavande,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-lavande-eau-de-parfum-rollerball/4595838?origin=category-personalizedsort
Tory Burch,Signature,EDP Spray,1,Nordstrom,5,153,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-spray/3678339?origin=category-personalizedsort
Tory Burch,Signature,EDP Spray,1.7,Nordstrom,5,153,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-spray/3678339?origin=coordinating-3678339-0-1-PDP_1-recbot-frequently_viewed_v3_2&recs_placement=PDP_1&recs_strategy=frequently_viewed_v3_2&recs_source=recbot&recs_page_type=product
Tory Burch,Signature,EDP Spray,3.4,Nordstrom,5,153,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-spray/3678339?origin=coordinating-3678339-0-1-PDP_1-recbot-frequently_viewed_v3_2&recs_placement=PDP_1&recs_strategy=frequently_viewed_v3_2&recs_source=recbot&recs_page_type=product
Tory Burch,Signature,Rollerball,0.2,Nordstrom,5,157,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-rollerball/3678363?origin=category-personalizedsort
Tory Burch,Love Relentlessly,EDP Spray,3.4,Nordstrom,5,3,Perfection! Love this perfume! I receive compliments every time I wear it!,N/A,7/7/2017,Love Relentlessly,http://shop.nordstrom.com/s/tory-burch-love-relentlessly-eau-de-parfum-spray/4492245?origin=category-personalizedsort
Tory Burch,Love Relentlessly,Rollerball,0.28,Nordstrom,-,0,-,N/A,7/9/2017,Love Relentlessly,http://shop.nordstrom.com/s/tory-burch-love-relentlessly-eau-de-parfum-rollerball/4492258?origin=category-personalizedsort
Tory Burch,Jolie Fleur Verte,EDP Spray,1.7,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Verte,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-verte-eau-de-parfum-spray/4216175?origin=category-personalizedsort
Tory Burch,Jolie Fleur Verte,EDP Spray,3.4,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Verte,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-verte-eau-de-parfum-spray/4216175?origin=category-personalizedsort
Tory Burch,Jolie Fleur Rose,EDP Spray,1.7,Nordstrom,3,4,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Rose,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-rose-eau-de-parfum-spray/4216179?origin=category-personalizedsort
Tory Burch,Jolie Fleur Rose,EDP Spray,3.4,Nordstrom,3,4,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Rose,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-rose-eau-de-parfum-spray/4216179?origin=category-personalizedsort
Tory Burch,Jolie Fleur Bleue,EDP Spray,1.7,Nordstrom,3,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Bleue,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-bleue-eau-de-parfum-spray/4216171?origin=category-personalizedsort
Tory Burch,Jolie Fleur Bleue,EDP Spray,3.4,Nordstrom,3,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Bleue,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-bleue-eau-de-parfum-spray/4216171?origin=category-personalizedsort
